Time_dec Time_JD TSI[W.m2] Unc TSI_after_corr[W.m2] Unc_after_corr
1.988243668720054757e+03 2.447251000000000000e+06 1.360721439365534479e+03 1.333984375000000101e-03 1.360647176242202477e+03 1.428279654229731334e-03
1.988246406570841827e+03 2.447252000000000000e+06 1.360745867027226950e+03 1.323437499999999961e-03 1.360699837577340304e+03 1.416987252863932461e-03
1.988249144421629126e+03 2.447253000000000000e+06 1.360771372609420496e+03 1.273242187499999852e-03 1.360680432770591779e+03 1.363243787104482596e-03
1.988251882272416196e+03 2.447254000000000000e+06 1.360842285893909093e+03 1.245507812499999870e-03 1.360844518300696791e+03 1.333548953883308217e-03
1.988254620123203267e+03 2.447255000000000000e+06 1.360907434094004429e+03 1.249804687499999831e-03 1.360970436131487986e+03 1.338149561847151985e-03
1.988257357973990338e+03 2.447256000000000000e+06 1.360944353392975927e+03 1.235351562500000121e-03 1.361014447856344077e+03 1.322674789605131958e-03
1.988260095824777636e+03 2.447257000000000000e+06 1.360953464640931998e+03 1.231835937500000075e-03 1.361012765169260319e+03 1.318910655816532334e-03
1.988262833675564707e+03 2.447258000000000000e+06 1.360922588804793577e+03 1.234375000000000012e-03 1.360843410347243434e+03 1.321629196886076399e-03
1.988265571526351778e+03 2.447259000000000000e+06 1.360927646764317842e+03 1.236132812500000035e-03 1.360817270472598238e+03 1.323511263780376103e-03
1.988268309377138849e+03 2.447260000000000000e+06 1.360979947681322756e+03 1.262304687499999972e-03 1.360962218320830516e+03 1.351533148651061760e-03
1.988271047227926147e+03 2.447261000000000000e+06 1.361026601051864191e+03 1.242382812499999998e-03 1.361050221558082058e+03 1.330203057182330990e-03
1.988273785078713217e+03 2.447262000000000000e+06 1.361067454056006454e+03 1.240820312499999953e-03 1.361149360551601603e+03 1.328530108831842051e-03
1.988276522929500288e+03 2.447263000000000000e+06 1.361083809738961463e+03 1.240429687499999996e-03 1.361196890762904559e+03 1.328111871744220088e-03
1.988279260780287586e+03 2.447264000000000000e+06 1.361072101711436744e+03 1.243554687500000085e-03 1.361209947432215586e+03 1.331457768445197531e-03
1.988281998631074657e+03 2.447265000000000000e+06 1.361018661926544610e+03 1.245703124999999849e-03 1.361141565454226793e+03 1.333758072427119199e-03
1.988284736481861728e+03 2.447266000000000000e+06 1.360910880457433450e+03 1.239843750000000060e-03 1.360878041769584115e+03 1.327484516112786925e-03
1.988287474332648799e+03 2.447267000000000000e+06 1.360818742239289122e+03 1.243554687500000085e-03 1.360679471836435596e+03 1.331457768445197531e-03
1.988290212183436097e+03 2.447268000000000000e+06 1.360781120577094725e+03 1.261914062500000015e-03 1.360650543780287990e+03 1.351114911563439797e-03
1.988292950034223168e+03 2.447269000000000000e+06 1.360763239434515754e+03 1.234960937500000164e-03 1.360555899694807749e+03 1.322256552517509778e-03
1.988295687885010238e+03 2.447270000000000000e+06 1.360826275120567061e+03 1.243945312500000042e-03 1.360726319976291961e+03 1.331876005532819712e-03
1.988298425735797309e+03 2.447271000000000000e+06 1.360901496857698930e+03 1.233203124999999924e-03 1.360841568580505964e+03 1.320374485623209641e-03
1.988301163586584607e+03 2.447272000000000000e+06 1.361005305723768743e+03 1.235156250000000143e-03 1.361071997003374918e+03 1.322465671061320760e-03
1.988303901437371678e+03 2.447273000000000000e+06 1.361070596481931261e+03 1.240234375000000017e-03 1.361117243290285842e+03 1.327902753200408889e-03
1.988306639288158749e+03 2.447274000000000000e+06 1.361148275395256405e+03 1.230468750000000009e-03 1.361301666096127292e+03 1.317446826009854594e-03
1.988309377138945820e+03 2.447275000000000000e+06 1.361179638998438804e+03 1.224804687499999982e-03 1.361367918145605927e+03 1.311382388239332869e-03
1.988312114989733118e+03 2.447276000000000000e+06 1.361144779272998676e+03 1.258789062500000142e-03 1.361231282139580117e+03 1.347769014862462353e-03
1.988314852840520189e+03 2.447277000000000000e+06 1.361099663165457741e+03 1.245117187499999913e-03 1.361141873492652621e+03 1.333130716795686036e-03
1.988317590691307259e+03 2.447278000000000000e+06 1.361041960255947970e+03 1.239062499999999930e-03 1.361004528685458354e+03 1.326648041937542348e-03
1.988320328542094558e+03 2.447279000000000000e+06 1.361003754681838018e+03 1.259960937500000013e-03 1.360929704562970528e+03 1.349023726125328894e-03
1.988323066392881628e+03 2.447280000000000000e+06 1.360991089769597465e+03 1.258789062500000142e-03 1.360919453508771085e+03 1.347769014862462353e-03
1.988325804243668699e+03 2.447281000000000000e+06 1.360994818545599173e+03 1.264843749999999909e-03 1.360928059329531607e+03 1.354251689720605825e-03
1.988328542094455770e+03 2.447282000000000000e+06 1.361018087183914758e+03 1.249218749999999895e-03 1.360989425970310549e+03 1.337522206215718823e-03
1.988331279945243068e+03 2.447283000000000000e+06 1.361033721411376291e+03 1.241992187499999824e-03 1.360955270772252334e+03 1.329784820094708593e-03
1.988334017796030139e+03 2.447284000000000000e+06 1.361087754304148802e+03 1.269726562500000022e-03 1.361072521803497466e+03 1.359479653315883189e-03
1.988336755646817210e+03 2.447285000000000000e+06 1.361144117800825597e+03 1.234179687499999817e-03 1.361177166799140650e+03 1.321420078342264983e-03
1.988339493497604280e+03 2.447286000000000000e+06 1.361181905106006525e+03 1.246679687499999958e-03 1.361190394461616052e+03 1.334803665146174758e-03
1.988342231348391579e+03 2.447287000000000000e+06 1.361222983583053747e+03 1.251757812500000049e-03 1.361237117293081837e+03 1.340240747285263104e-03
1.988344969199178649e+03 2.447288000000000000e+06 1.361266825819451014e+03 1.264453124999999952e-03 1.361319705805613921e+03 1.353833452632983861e-03
1.988347707049965720e+03 2.447289000000000000e+06 1.361282669873312898e+03 1.265429687500000061e-03 1.361281923350901252e+03 1.354879045352039421e-03
1.988350444900753018e+03 2.447290000000000000e+06 1.361306265767673722e+03 1.274023437499999982e-03 1.361310598152834245e+03 1.364080261279727174e-03
1.988353182751540089e+03 2.447291000000000000e+06 1.361325292022544772e+03 1.253906250000000029e-03 1.361329087960540846e+03 1.342541051267185205e-03
1.988355920602327160e+03 2.447292000000000000e+06 1.361340452369329114e+03 1.266210937499999975e-03 1.361346341972962819e+03 1.355715519527283565e-03
1.988358658453114231e+03 2.447293000000000000e+06 1.361350520902491098e+03 1.242382812499999998e-03 1.361370841093956642e+03 1.330203057182330990e-03
1.988361396303901529e+03 2.447294000000000000e+06 1.361349239833249612e+03 1.242968750000000150e-03 1.361384799548666933e+03 1.330830412813764369e-03
1.988364134154688600e+03 2.447295000000000000e+06 1.361327996578973625e+03 1.259960937500000013e-03 1.361350669280550619e+03 1.349023726125328894e-03
1.988366872005475670e+03 2.447296000000000000e+06 1.361295333290993312e+03 1.264453124999999952e-03 1.361314579027016407e+03 1.353833452632983861e-03
1.988369609856262741e+03 2.447297000000000000e+06 1.361247084443856920e+03 1.250976562500000135e-03 1.361245073310458793e+03 1.339404273110018960e-03
1.988372347707050039e+03 2.447298000000000000e+06 1.361188534062270492e+03 1.251562500000000071e-03 1.361136025937621980e+03 1.340031628741452123e-03
1.988375085557837110e+03 2.447299000000000000e+06 1.361138994730786862e+03 1.265234375000000083e-03 1.361032399937348828e+03 1.354669926808228222e-03
1.988377823408624181e+03 2.447300000000000000e+06 1.361133698160339236e+03 1.290429687500000127e-03 1.361088603323910547e+03 1.381646218959858754e-03
1.988380561259411252e+03 2.447301000000000000e+06 1.361133611921864258e+03 1.268359374999999956e-03 1.361108196879662728e+03 1.358015823509205666e-03
1.988383299110198550e+03 2.447302000000000000e+06 1.361146807153540522e+03 1.300390624999999897e-03 1.361171806235465965e+03 1.392311264694224031e-03
1.988386036960985621e+03 2.447303000000000000e+06 1.361156943303785965e+03 1.304492187499999879e-03 1.361234952938698825e+03 1.396702754114256817e-03
1.988388774811772691e+03 2.447304000000000000e+06 1.361148474506032471e+03 1.258007812500000011e-03 1.361267217570652747e+03 1.346932540687217992e-03
1.988391512662559990e+03 2.447305000000000000e+06 1.361098504840522992e+03 1.256640624999999945e-03 1.361174729061892776e+03 1.345468710880540252e-03
1.988394250513347060e+03 2.447306000000000000e+06 1.361023701466880311e+03 1.264648437499999931e-03 1.361014380484223921e+03 1.354042571176794843e-03
1.988396988364134131e+03 2.447307000000000000e+06 1.360959290855893187e+03 1.281249999999999837e-03 1.360895349188718455e+03 1.371817647400737188e-03
1.988399726214921202e+03 2.447308000000000000e+06 1.360912747782021142e+03 1.256445312499999967e-03 1.360780936979264879e+03 1.345259592336729270e-03
1.988402464065708500e+03 2.447309000000000000e+06 1.360922287190524230e+03 1.256640624999999945e-03 1.360842628100160709e+03 1.345468710880540252e-03
1.988405201916495571e+03 2.447310000000000000e+06 1.360950443885292771e+03 1.248828124999999938e-03 1.360886749823385117e+03 1.337103969128096643e-03
1.988407939767282642e+03 2.447311000000000000e+06 1.361008306103945415e+03 1.240820312499999953e-03 1.361016732280261976e+03 1.328530108831842051e-03
1.988410677618069712e+03 2.447312000000000000e+06 1.361076682238625153e+03 1.245507812500000087e-03 1.361202820343566600e+03 1.333548953883308434e-03
1.988413415468857011e+03 2.447313000000000000e+06 1.361096045228662888e+03 1.253710937499999834e-03 1.361198559120451819e+03 1.342331932723373790e-03
1.988416153319644081e+03 2.447314000000000000e+06 1.361101123474823453e+03 1.275976562499999984e-03 1.361227804614615025e+03 1.366171446717838077e-03
1.988418891170431152e+03 2.447315000000000000e+06 1.361058782158002487e+03 1.278515625000000138e-03 1.361093075739439200e+03 1.368889987787382358e-03
1.988421629021218450e+03 2.447316000000000000e+06 1.361013292546953153e+03 1.242578124999999976e-03 1.360961360592778647e+03 1.330412175726141972e-03
1.988424366872005521e+03 2.447317000000000000e+06 1.360984334785537158e+03 1.233593749999999881e-03 1.360849314877571715e+03 1.320792722710831821e-03
1.988427104722792592e+03 2.447318000000000000e+06 1.361013127242956898e+03 1.233984375000000055e-03 1.360936302327164640e+03 1.321210959798454218e-03
1.988429842573579663e+03 2.447319000000000000e+06 1.361044812573996296e+03 1.235351562500000121e-03 1.360936145467730512e+03 1.322674789605131958e-03
1.988432580424366961e+03 2.447320000000000000e+06 1.361116334334587691e+03 1.243554687500000085e-03 1.361078523858985591e+03 1.331457768445197531e-03
1.988435318275154032e+03 2.447321000000000000e+06 1.361190628059039682e+03 1.229687499999999878e-03 1.361214261755655116e+03 1.316610351834610016e-03
1.988438056125941102e+03 2.447322000000000000e+06 1.361257595208491921e+03 1.243164062500000128e-03 1.361358155002495323e+03 1.331039531357575351e-03
1.988440793976728173e+03 2.447323000000000000e+06 1.361275886480391591e+03 1.276171874999999963e-03 1.361337674018278221e+03 1.366380565261649058e-03
1.988443531827515471e+03 2.447324000000000000e+06 1.361289403852413670e+03 1.256249999999999988e-03 1.361406437127724075e+03 1.345050473792918071e-03
1.988446269678302542e+03 2.447325000000000000e+06 1.361245730347286326e+03 1.255078125000000117e-03 1.361258404401657799e+03 1.343795762530051747e-03
1.988449007529089613e+03 2.447326000000000000e+06 1.361209078166618156e+03 1.257031249999999902e-03 1.361177521317160199e+03 1.345886947968162432e-03
1.988451745379876684e+03 2.447327000000000000e+06 1.361189821971579022e+03 1.244921874999999935e-03 1.361168563262220459e+03 1.332921598251875055e-03
1.988454483230663982e+03 2.447328000000000000e+06 1.361178662420447836e+03 1.245703124999999849e-03 1.361194746004788840e+03 1.333758072427119199e-03
1.988457221081451053e+03 2.447329000000000000e+06 1.361148033447857642e+03 1.286132812500000167e-03 1.361156651589179774e+03 1.377045610996014769e-03
1.988459958932238123e+03 2.447330000000000000e+06 1.361101080722877441e+03 1.317968750000000130e-03 1.361100631739113624e+03 1.411131933637222152e-03
1.988462696783025422e+03 2.447331000000000000e+06 1.361027895809695337e+03 1.350585937500000007e-03 1.360967887432286261e+03 1.446054730453673678e-03
1.988465434633812492e+03 2.447332000000000000e+06 1.360955817685527791e+03 1.325781249999999920e-03 1.360872364141029493e+03 1.419496675389665327e-03
1.988468172484599563e+03 2.447333000000000000e+06 1.360877379497026823e+03 1.312499999999999865e-03 1.360719813779351625e+03 1.405276614410511408e-03
1.988470910335386634e+03 2.447334000000000000e+06 1.360839548238373482e+03 1.283789062499999991e-03 1.360721666940124351e+03 1.374536188470281469e-03
1.988473648186173932e+03 2.447335000000000000e+06 1.360820453963237924e+03 1.249023437499999917e-03 1.360750757048605465e+03 1.337313087671907841e-03
1.988476386036961003e+03 2.447336000000000000e+06 1.360816093022292534e+03 1.230273437500000030e-03 1.360791310483036341e+03 1.317237707466043396e-03
1.988479123887748074e+03 2.447337000000000000e+06 1.360837399478780981e+03 1.241992187500000041e-03 1.360936762682002836e+03 1.329784820094708810e-03
1.988481861738535144e+03 2.447338000000000000e+06 1.360880537175474046e+03 1.248046875000000024e-03 1.361269973480867520e+03 1.336267494952852498e-03
1.988484599589322443e+03 2.447339000000000000e+06 1.360793606201445982e+03 1.272851562499999895e-03 1.361127728610819304e+03 1.362825550016860633e-03
1.988487337440109513e+03 2.447340000000000000e+06 1.360681208688178458e+03 1.248828124999999938e-03 1.361227129722901736e+03 1.337103969128096643e-03
1.988490075290896584e+03 2.447341000000000000e+06 1.360355989958352893e+03 1.286914062500000080e-03 1.360555902323418877e+03 1.377882085171259130e-03
1.988492813141683882e+03 2.447342000000000000e+06 1.359969521201161797e+03 1.380468749999999968e-03 1.359644006774870832e+03 1.478049867656770159e-03
1.988495550992470953e+03 2.447343000000000000e+06 1.359751254204903489e+03 1.377734375000000053e-03 1.359322102416113239e+03 1.475122208043414896e-03
1.988498288843258024e+03 2.447344000000000000e+06 1.359649932821066614e+03 1.380859375000000142e-03 1.359076547178744704e+03 1.478468104744392556e-03
1.988501026694045095e+03 2.447345000000000000e+06 1.359728191077495239e+03 1.362890624999999953e-03 1.359182334624269515e+03 1.459229198713772255e-03
1.988503764544832393e+03 2.447346000000000000e+06 1.359962556650845045e+03 1.369921875000000046e-03 1.359525984684745254e+03 1.466757466290971503e-03
1.988506502395619464e+03 2.447347000000000000e+06 1.360369862618803154e+03 1.368945312500000153e-03 1.360375790736381077e+03 1.465711873571916160e-03
1.988509240246406534e+03 2.447348000000000000e+06 1.360769297460171174e+03 1.328710937500000031e-03 1.361129819746667181e+03 1.422633453546831789e-03
1.988511978097193605e+03 2.447349000000000000e+06 1.361043801795285390e+03 1.291406250000000019e-03 1.361540555079721116e+03 1.382691811678914097e-03
1.988514715947980903e+03 2.447350000000000000e+06 1.361174105757688494e+03 1.250000000000000026e-03 1.361700059233362708e+03 1.338358680390963401e-03
1.988517453798767974e+03 2.447351000000000000e+06 1.361127016266152850e+03 1.266601562500000149e-03 1.361383613836542736e+03 1.356133756614905962e-03
1.988520191649555045e+03 2.447352000000000000e+06 1.361027327983107170e+03 1.282226562500000163e-03 1.361055903998721760e+03 1.372863240119792964e-03
1.988522929500342343e+03 2.447353000000000000e+06 1.360945960124651492e+03 1.266015624999999997e-03 1.360877626543280940e+03 1.355506400983472583e-03
1.988525667351129414e+03 2.447354000000000000e+06 1.360886505964079788e+03 1.272070312499999981e-03 1.360743830839002840e+03 1.361989075841616272e-03
1.988528405201916485e+03 2.447355000000000000e+06 1.360881675612947220e+03 1.305078124999999815e-03 1.360822810981118437e+03 1.397330109745689979e-03
1.988531143052703555e+03 2.447356000000000000e+06 1.360878839781233864e+03 1.275390625000000049e-03 1.360904251079078904e+03 1.365544091086404914e-03
1.988533880903490854e+03 2.447357000000000000e+06 1.360834845678550664e+03 1.278124999999999964e-03 1.360832070153017185e+03 1.368471750699759961e-03
1.988536618754277924e+03 2.447358000000000000e+06 1.360769881362243268e+03 1.281445312499999815e-03 1.360709660998884601e+03 1.372026765944548386e-03
1.988539356605064995e+03 2.447359000000000000e+06 1.360702391058077637e+03 1.285351562500000036e-03 1.360539680832209797e+03 1.376209136820770408e-03
1.988542094455852066e+03 2.447360000000000000e+06 1.360679103491767364e+03 1.291992187499999955e-03 1.360460964201238994e+03 1.383319167310347259e-03
1.988544832306639364e+03 2.447361000000000000e+06 1.360733255736559386e+03 1.309960937499999927e-03 1.360607593747356532e+03 1.402558073340967344e-03
1.988547570157426435e+03 2.447362000000000000e+06 1.360807361840508747e+03 1.295507812500000001e-03 1.360700000630655950e+03 1.387083301098946883e-03
1.988550308008213506e+03 2.447363000000000000e+06 1.360920673579874347e+03 1.318359375000000087e-03 1.360896757692607707e+03 1.411550170724844332e-03
1.988553045859000576e+03 2.447364000000000000e+06 1.361041069218986195e+03 1.293945312500000173e-03 1.361081953367642654e+03 1.385410352748458378e-03
1.988555783709787875e+03 2.447365000000000000e+06 1.361161680908949165e+03 1.277929687499999986e-03 1.361290896757689779e+03 1.368262632155948979e-03
1.988558521560574945e+03 2.447366000000000000e+06 1.361250870945759971e+03 1.259960937500000013e-03 1.361429358563976621e+03 1.349023726125328894e-03
1.988561259411362016e+03 2.447367000000000000e+06 1.361298934491617501e+03 1.250390624999999983e-03 1.361513224075802100e+03 1.338776917478585581e-03
1.988563997262149314e+03 2.447368000000000000e+06 1.361293235134643737e+03 1.247265625000000110e-03 1.361528226530565917e+03 1.335431020777608137e-03
1.988566735112936385e+03 2.447369000000000000e+06 1.361207897895052156e+03 1.259960937500000013e-03 1.361337874268380119e+03 1.349023726125328894e-03
1.988569472963723456e+03 2.447370000000000000e+06 1.361081251728617644e+03 1.271093750000000088e-03 1.361072571922873067e+03 1.360943483122560929e-03
1.988572210814510527e+03 2.447371000000000000e+06 1.360959633299429470e+03 1.323242187499999983e-03 1.360867369915408744e+03 1.416778134320121263e-03
1.988574948665297825e+03 2.447372000000000000e+06 1.360843717643085256e+03 1.341015624999999977e-03 1.360632507462743661e+03 1.435807921806930365e-03
1.988577686516084896e+03 2.447373000000000000e+06 1.360779031960801376e+03 1.389453125000000063e-03 1.360542190742099137e+03 1.487669320672080310e-03
1.988580424366871966e+03 2.447374000000000000e+06 1.360756065747722914e+03 1.363671874999999867e-03 1.360469963242480389e+03 1.460065672889016399e-03
1.988583162217659037e+03 2.447375000000000000e+06 1.360816815660025441e+03 1.371289062499999895e-03 1.360617803259814309e+03 1.468221296097648810e-03
1.988585900068446335e+03 2.447376000000000000e+06 1.360947606633081023e+03 1.337695312500000126e-03 1.361022180544230650e+03 1.432252906562141940e-03
1.988588637919233406e+03 2.447377000000000000e+06 1.361013343803864018e+03 1.312304687499999886e-03 1.361128033188323116e+03 1.405067495866700210e-03
1.988591375770020477e+03 2.447378000000000000e+06 1.361040551614451942e+03 1.332226562499999861e-03 1.361152476016026185e+03 1.426397587335431196e-03
1.988594113620807775e+03 2.447379000000000000e+06 1.361053942818622545e+03 1.314648437500000062e-03 1.361206096937457232e+03 1.407576918392433509e-03
1.988596851471594846e+03 2.447380000000000000e+06 1.361051500614717270e+03 1.290039062500000170e-03 1.361284333457154389e+03 1.381227981872236573e-03
1.988599589322381917e+03 2.447381000000000000e+06 1.360991216251044762e+03 1.268164062499999977e-03 1.361208914173497305e+03 1.357806704965394467e-03
1.988602327173168987e+03 2.447382000000000000e+06 1.360885451223621430e+03 1.255273437500000096e-03 1.361069888634578774e+03 1.344004881073862729e-03
1.988605065023956286e+03 2.447383000000000000e+06 1.360729680176455076e+03 1.241796874999999845e-03 1.360805178814543751e+03 1.329575701550897394e-03
1.988607802874743356e+03 2.447384000000000000e+06 1.360551900097431826e+03 1.248828124999999938e-03 1.360438635497254836e+03 1.337103969128096643e-03
1.988610540725530427e+03 2.447385000000000000e+06 1.360405343083309845e+03 1.233984374999999838e-03 1.360062767709686341e+03 1.321210959798454002e-03
1.988613278576317498e+03 2.447386000000000000e+06 1.360412320940346035e+03 1.258398437500000185e-03 1.360195247589013889e+03 1.347350777774840389e-03
1.988616016427104796e+03 2.447387000000000000e+06 1.360452159081491345e+03 1.228515625000000007e-03 1.360163424062045124e+03 1.315355640571743692e-03
1.988618754277891867e+03 2.447388000000000000e+06 1.360613260489021059e+03 1.230468749999999792e-03 1.360514420097976654e+03 1.317446826009854377e-03
1.988621492128678938e+03 2.447389000000000000e+06 1.360793522314025267e+03 1.233593749999999881e-03 1.360817132692892983e+03 1.320792722710831821e-03
1.988624229979466008e+03 2.447390000000000000e+06 1.360962182268401421e+03 1.241601562500000084e-03 1.361030051572120556e+03 1.329366583007086629e-03
1.988626967830253307e+03 2.447391000000000000e+06 1.361120125699559139e+03 1.236718749999999971e-03 1.361244395149013826e+03 1.324138619411809265e-03
1.988629705681040377e+03 2.447392000000000000e+06 1.361242744997201498e+03 1.243554687500000085e-03 1.361389708002219095e+03 1.331457768445197531e-03
1.988632443531827448e+03 2.447393000000000000e+06 1.361314906336142485e+03 1.242187499999999802e-03 1.361424641776160115e+03 1.329993938638519575e-03
1.988635181382614746e+03 2.447394000000000000e+06 1.361341121580614981e+03 1.264062499999999995e-03 1.361363176205579293e+03 1.353415215545361681e-03
1.988637919233401817e+03 2.447395000000000000e+06 1.361360023419271783e+03 1.236328125000000014e-03 1.361368645484692252e+03 1.323720382324187301e-03
1.988640657084188888e+03 2.447396000000000000e+06 1.361351575892054825e+03 1.238085937500000037e-03 1.361294318924985191e+03 1.325602449218487005e-03
1.988643394934975959e+03 2.447397000000000000e+06 1.361351866785739730e+03 1.231445312500000118e-03 1.361316298858638675e+03 1.318492418728910154e-03
1.988646132785763257e+03 2.447398000000000000e+06 1.361339333638136623e+03 1.237304687499999906e-03 1.361302476436965890e+03 1.324765975043242427e-03
1.988648870636550328e+03 2.447399000000000000e+06 1.361331092996993675e+03 1.238671875000000189e-03 1.361329377631069974e+03 1.326229804849920384e-03
1.988651608487337398e+03 2.447400000000000000e+06 1.361328431377248762e+03 1.235546875000000100e-03 1.361435320622729705e+03 1.322883908148942940e-03
1.988654346338124469e+03 2.447401000000000000e+06 1.361311506201179554e+03 1.236914062499999949e-03 1.361608891939687510e+03 1.324347737955620464e-03
1.988657084188911767e+03 2.447402000000000000e+06 1.361166071494661082e+03 1.273632812500000025e-03 1.361306233715376038e+03 1.363662024192104994e-03
1.988659822039698838e+03 2.447403000000000000e+06 1.361019207307064107e+03 1.242382812499999998e-03 1.361198291834276915e+03 1.330203057182330990e-03
1.988662559890485909e+03 2.447404000000000000e+06 1.360779842534889895e+03 1.245507812499999870e-03 1.360681613843902142e+03 1.333548953883308217e-03
1.988665297741273207e+03 2.447405000000000000e+06 1.360575409608258497e+03 1.253320312500000094e-03 1.360213630690043374e+03 1.341913695635752043e-03
1.988668035592060278e+03 2.447406000000000000e+06 1.360497980041659503e+03 1.286132812500000167e-03 1.360006781864661207e+03 1.377045610996014769e-03
1.988670773442847349e+03 2.447407000000000000e+06 1.360604241964732864e+03 1.272656249999999916e-03 1.360243609731284778e+03 1.362616431473049434e-03
1.988673511293634419e+03 2.447408000000000000e+06 1.360841627841014770e+03 1.257617187499999838e-03 1.360790715645306136e+03 1.346514303599595595e-03
1.988676249144421718e+03 2.447409000000000000e+06 1.361077401654557434e+03 1.244921874999999935e-03 1.361204023555455706e+03 1.332921598251875055e-03
1.988678986995208788e+03 2.447410000000000000e+06 1.361266353450869474e+03 1.271484375000000045e-03 1.361445917229544193e+03 1.361361720210183110e-03
1.988681724845995859e+03 2.447411000000000000e+06 1.361435273902063500e+03 1.242187500000000019e-03 1.361788160129793141e+03 1.329993938638519791e-03
1.988684462696782930e+03 2.447412000000000000e+06 1.361469437187479343e+03 1.281445312500000032e-03 1.361670314043855115e+03 1.372026765944548603e-03
1.988687200547570228e+03 2.447413000000000000e+06 1.361459367421419756e+03 1.276171874999999963e-03 1.361523043259256156e+03 1.366380565261649058e-03
1.988689938398357299e+03 2.447414000000000000e+06 1.361449141086125337e+03 1.272070312499999981e-03 1.361455600170618482e+03 1.361989075841616272e-03
1.988692676249144370e+03 2.447415000000000000e+06 1.361441589239793757e+03 1.261914062500000015e-03 1.361402162775700617e+03 1.351114911563439797e-03
1.988695414099931440e+03 2.447416000000000000e+06 1.361449762762200862e+03 1.246679687500000175e-03 1.361431093317327850e+03 1.334803665146174975e-03
1.988698151950718739e+03 2.447417000000000000e+06 1.361453489722096492e+03 1.255273437500000096e-03 1.361468310249234719e+03 1.344004881073862729e-03
1.988700889801505809e+03 2.447418000000000000e+06 1.361427221607684942e+03 1.279882812499999988e-03 1.361394750989519707e+03 1.370353817594059881e-03
1.988703627652292880e+03 2.447419000000000000e+06 1.361401545801996917e+03 1.250390624999999983e-03 1.361351292549217305e+03 1.338776917478585581e-03
1.988706365503080178e+03 2.447420000000000000e+06 1.361379402809210433e+03 1.255468750000000074e-03 1.361309523538004214e+03 1.344213999617673927e-03
1.988709103353867249e+03 2.447421000000000000e+06 1.361374968894391031e+03 1.233203124999999924e-03 1.361316075734135438e+03 1.320374485623209641e-03
1.988711841204654320e+03 2.447422000000000000e+06 1.361384354704919588e+03 1.232421875000000010e-03 1.361342211023615164e+03 1.319538011447965497e-03
1.988714579055441391e+03 2.447423000000000000e+06 1.361409428983680300e+03 1.229296874999999921e-03 1.361407739473465654e+03 1.316192114746987836e-03
1.988717316906228689e+03 2.447424000000000000e+06 1.361433396248432246e+03 1.233007812499999946e-03 1.361440766231919497e+03 1.320165367079398659e-03
1.988720054757015760e+03 2.447425000000000000e+06 1.361461580595158239e+03 1.254492187500000182e-03 1.361489174216021638e+03 1.343168406898618585e-03
1.988722792607802830e+03 2.447426000000000000e+06 1.361477661344111539e+03 1.291015625000000062e-03 1.361479937713981826e+03 1.382273574591291916e-03
1.988725530458589901e+03 2.447427000000000000e+06 1.361498258239584402e+03 1.263085937500000103e-03 1.361503989994594122e+03 1.352369622826306338e-03
1.988728268309377199e+03 2.447428000000000000e+06 1.361504775623920295e+03 1.250390624999999983e-03 1.361441251721017125e+03 1.338776917478585581e-03
1.988731006160164270e+03 2.447429000000000000e+06 1.361541562643380530e+03 1.234960937500000164e-03 1.361524731410040886e+03 1.322256552517509778e-03
1.988733744010951341e+03 2.447430000000000000e+06 1.361574781098014000e+03 1.238281250000000016e-03 1.361609602636353202e+03 1.325811567762297987e-03
1.988736481861738639e+03 2.447431000000000000e+06 1.361573659883242499e+03 1.251562500000000071e-03 1.361573464326893827e+03 1.340031628741452123e-03
1.988739219712525710e+03 2.447432000000000000e+06 1.361568638919671912e+03 1.274609375000000135e-03 1.361588118977711929e+03 1.364707616911160553e-03
1.988741957563312781e+03 2.447433000000000000e+06 1.361547789698393444e+03 1.238671874999999973e-03 1.361581803413956550e+03 1.326229804849920167e-03
1.988744695414099851e+03 2.447434000000000000e+06 1.361504228284087048e+03 1.256054687500000010e-03 1.361518175559241854e+03 1.344841355249107090e-03
1.988747433264887150e+03 2.447435000000000000e+06 1.361459631104203481e+03 1.226562500000000005e-03 1.361504912802817671e+03 1.313264455133632790e-03
1.988750171115674220e+03 2.447436000000000000e+06 1.361393121898554227e+03 1.274609375000000135e-03 1.361395788049616840e+03 1.364707616911160553e-03
1.988752908966461291e+03 2.447437000000000000e+06 1.361349004681743963e+03 1.312499999999999865e-03 1.361411310479415533e+03 1.405276614410511408e-03
1.988755646817248362e+03 2.447438000000000000e+06 1.361303285685022729e+03 1.385742187500000038e-03 1.361462322467576314e+03 1.483696068339669487e-03
1.988758384668035660e+03 2.447439000000000000e+06 1.361200196397120180e+03 1.297460937500000003e-03 1.361298974109941810e+03 1.389174486537057785e-03
1.988761122518822731e+03 2.447440000000000000e+06 1.361077926695597853e+03 1.260351562499999970e-03 1.361100684156603847e+03 1.349441963212951075e-03
1.988763860369609802e+03 2.447441000000000000e+06 1.360949962432004895e+03 1.269921875000000000e-03 1.360843290474448622e+03 1.359688771859694388e-03
1.988766598220397100e+03 2.447442000000000000e+06 1.360867045516046574e+03 1.289062500000000061e-03 1.360697032194128269e+03 1.380182389153181014e-03
1.988769336071184171e+03 2.447443000000000000e+06 1.360823603967240388e+03 1.266406250000000171e-03 1.360531447977695962e+03 1.355924638071094980e-03
