Time_dec Time_JD TSI[W.m2] Unc TSI_after_corr[W.m2] Unc_after_corr
2.006570841889116991e+03 2.453945000000000000e+06 1.360697963322014402e+03 2.880312499999999887e-02 1.360685159415289490e+03 3.083912989290877107e-02
2.006573579739904289e+03 2.453946000000000000e+06 1.360713221634585352e+03 2.734765624999999784e-02 1.360717845520009405e+03 2.928077850442854096e-02
2.006576317590691360e+03 2.453947000000000000e+06 1.360716478970414755e+03 2.867081250000000012e-02 1.360705874510887043e+03 3.069746462658938871e-02
2.006579055441478431e+03 2.453948000000000000e+06 1.360719942856334228e+03 2.850865625000000014e-02 1.360722479783324388e+03 3.052384604677567045e-02
2.006581793292265502e+03 2.453949000000000000e+06 1.360718858880558400e+03 2.746537500000000021e-02 1.360765649781390948e+03 2.940681843315436431e-02
2.006584531143052800e+03 2.453950000000000000e+06 1.360680988845769434e+03 2.858340624999999857e-02 1.360680550827289153e+03 3.060387989586305091e-02
2.006587268993839871e+03 2.453951000000000000e+06 1.360636993382413721e+03 2.866112499999999910e-02 1.360612440988307299e+03 3.068709234681635950e-02
2.006590006844626942e+03 2.453952000000000000e+06 1.360593363122906112e+03 2.764431250000000048e-02 1.360552401753395316e+03 2.959840447825233187e-02
2.006592744695414012e+03 2.453953000000000000e+06 1.360560926602834343e+03 2.868656249999999852e-02 1.360534794175090610e+03 3.071432794596231503e-02
2.006595482546201310e+03 2.453954000000000000e+06 1.360536551302536736e+03 2.884756249999999994e-02 1.360549037086413136e+03 3.088670854399667293e-02
2.006598220396988381e+03 2.453955000000000000e+06 1.360511533682805066e+03 2.759862500000000163e-02 1.360565766615359053e+03 2.954948746848404251e-02
2.006600958247775452e+03 2.453956000000000000e+06 1.360473805067440480e+03 2.852468749999999970e-02 1.360543932168728588e+03 3.054101049685168517e-02
2.006603696098562523e+03 2.453957000000000000e+06 1.360435499817464233e+03 2.778556249999999950e-02 1.360590158817014526e+03 2.974963900913650885e-02
2.006606433949349821e+03 2.453958000000000000e+06 1.360334449912558966e+03 2.896168749999999958e-02 1.360393152686787062e+03 3.100890069151636744e-02
2.006609171800136892e+03 2.453959000000000000e+06 1.360231746827291772e+03 2.876315624999999793e-02 1.360228305790975810e+03 3.079633587410327000e-02
2.006611909650923963e+03 2.453960000000000000e+06 1.360129557063649145e+03 2.765075000000000172e-02 1.359995320840355589e+03 2.960529702545634453e-02
2.006614647501711261e+03 2.453961000000000000e+06 1.360096345987882842e+03 2.869021874999999958e-02 1.360001196477603571e+03 3.071824264510245733e-02
2.006617385352498331e+03 2.453962000000000000e+06 1.360088076541253031e+03 2.884103124999999948e-02 1.360007717572809270e+03 3.087971561989162964e-02
2.006620123203285402e+03 2.453963000000000000e+06 1.360076462778577707e+03 2.758515624999999943e-02 1.359834141456673478e+03 2.953506665370282669e-02
2.006622861054072473e+03 2.453964000000000000e+06 1.360189401004200818e+03 2.889234375000000049e-02 1.360138645682106016e+03 3.093465524372167666e-02
2.006625598904859771e+03 2.453965000000000000e+06 1.360299908224953924e+03 2.882659375000000065e-02 1.360306064435674443e+03 3.086425757713311471e-02
2.006628336755646842e+03 2.453966000000000000e+06 1.360420456064948439e+03 2.794753125000000102e-02 1.360537658703127136e+03 2.992305683514816933e-02
2.006631074606433913e+03 2.453967000000000000e+06 1.360493805134301510e+03 2.890650000000000164e-02 1.360591306062123749e+03 3.094981215577710665e-02
2.006633812457220984e+03 2.453968000000000000e+06 1.360551377049467419e+03 2.899756250000000077e-02 1.360648568372439513e+03 3.104731158564358676e-02
2.006636550308008282e+03 2.453969000000000000e+06 1.360608331078353331e+03 2.771996875000000068e-02 1.360833558480348302e+03 2.967940863738299448e-02
2.006639288158795353e+03 2.453970000000000000e+06 1.360561085866995882e+03 2.858006250000000303e-02 1.360613588725303543e+03 3.060029978639300721e-02
2.006642026009582423e+03 2.453971000000000000e+06 1.360513688507224288e+03 2.775834375000000090e-02 1.360483297054889817e+03 2.972049624887099575e-02
2.006644763860369721e+03 2.453972000000000000e+06 1.360484003856048957e+03 2.892884375000000230e-02 1.360448279670745706e+03 3.097373531718909667e-02
2.006647501711156792e+03 2.453973000000000000e+06 1.360453631482233277e+03 2.869490624999999906e-02 1.360372064201357261e+03 3.072326149015392263e-02
2.006650239561943863e+03 2.453974000000000000e+06 1.360436615133373380e+03 2.761615624999999921e-02 1.360304569193787984e+03 2.956825794897652293e-02
2.006652977412730934e+03 2.453975000000000000e+06 1.360464872419661106e+03 2.862815625000000169e-02 1.360392030225249755e+03 3.065179313662104790e-02
2.006655715263518232e+03 2.453976000000000000e+06 1.360507015683722784e+03 2.878287499999999943e-02 1.360491656194589041e+03 3.081744848228643724e-02
2.006658453114305303e+03 2.453977000000000000e+06 1.360548208984283747e+03 2.754481250000000159e-02 1.360591391840912593e+03 2.949187112729321006e-02
2.006661190965092374e+03 2.453978000000000000e+06 1.360561281546164537e+03 2.879328125000000030e-02 1.360584582720248363e+03 3.082859031830069430e-02
2.006663928815879444e+03 2.453979000000000000e+06 1.360568412750104244e+03 2.900728124999999921e-02 1.360577574602159302e+03 3.105771732438362617e-02
2.006666666666666742e+03 2.453980000000000000e+06 1.360574890523182603e+03 2.783449999999999813e-02 1.360565390688969273e+03 2.980203575147381476e-02
2.006669404517453813e+03 2.453981000000000000e+06 1.360593028685979789e+03 2.905756250000000179e-02 1.360597434672228246e+03 3.111155280230235368e-02
2.006672142368240884e+03 2.453982000000000000e+06 1.360610705901895699e+03 2.887365625000000088e-02 1.360615048212577904e+03 3.091464678144983241e-02
2.006674880219027955e+03 2.453983000000000000e+06 1.360634369143291678e+03 2.785046874999999936e-02 1.360672280296472081e+03 2.981913328361580906e-02
2.006677618069815253e+03 2.453984000000000000e+06 1.360642920231328617e+03 2.877606249999999782e-02 1.360668072489246470e+03 3.081015442747830554e-02
2.006680355920602324e+03 2.453985000000000000e+06 1.360646780115038837e+03 2.882300000000000140e-02 1.360663745309948581e+03 3.086040979592698935e-02
2.006683093771389395e+03 2.453986000000000000e+06 1.360650676600403131e+03 2.743781249999999866e-02 1.360696744119267123e+03 2.937730762425174239e-02
2.006685831622176693e+03 2.453987000000000000e+06 1.360626501975389601e+03 2.836503124999999875e-02 1.360613876578145437e+03 3.037006863439874887e-02
2.006688569472963763e+03 2.453988000000000000e+06 1.360602651668646331e+03 2.747125000000000261e-02 1.360525811591244747e+03 2.941310871895220364e-02
2.006691307323750834e+03 2.453989000000000000e+06 1.360615735624557601e+03 2.875203124999999721e-02 1.360587747137294855e+03 3.078442448184778857e-02
2.006694045174537905e+03 2.453990000000000000e+06 1.360628732450864163e+03 2.856146874999999918e-02 1.360608974022323082e+03 3.058039170102219012e-02
2.006696783025325203e+03 2.453991000000000000e+06 1.360647664231812996e+03 2.747246874999999949e-02 1.360659464439202566e+03 2.941441361866558094e-02
2.006699520876112274e+03 2.453992000000000000e+06 1.360653687144017567e+03 2.857137499999999955e-02 1.360656802093662463e+03 3.059099819356428732e-02
2.006702258726899345e+03 2.453993000000000000e+06 1.360657537929231239e+03 2.870899999999999841e-02 1.360656372936619618e+03 3.073835148427533220e-02
2.006704996577686416e+03 2.453994000000000000e+06 1.360661444129779511e+03 2.737687500000000190e-02 1.360663252251401900e+03 2.931206263858268657e-02
2.006707734428473714e+03 2.453995000000000000e+06 1.360663237273856794e+03 2.872868750000000249e-02 1.360663124521220197e+03 3.075943063349149270e-02
2.006710472279260784e+03 2.453996000000000000e+06 1.360665107823861717e+03 2.863906249999999959e-02 1.360671499068487947e+03 3.066347031610745788e-02
2.006713210130047855e+03 2.453997000000000000e+06 1.360666258119225631e+03 2.763246874999999991e-02 1.360694018248149177e+03 2.958572352975562605e-02
2.006715947980835153e+03 2.453998000000000000e+06 1.360652859920014862e+03 2.869196875000000133e-02 1.360661512906548069e+03 3.072011634725500817e-02
2.006718685831622224e+03 2.453999000000000000e+06 1.360639364166526548e+03 2.881668750000000029e-02 1.360644856499441175e+03 3.085365108459101405e-02
2.006721423682409295e+03 2.454000000000000000e+06 1.360626039116101765e+03 2.749246874999999868e-02 1.360635993402317126e+03 2.943582735755183658e-02
2.006724161533196366e+03 2.454001000000000000e+06 1.360610159280874768e+03 2.879665625000000020e-02 1.360616210232219373e+03 3.083220388673774820e-02
2.006726899383983664e+03 2.454002000000000000e+06 1.360594222087188655e+03 2.866409375000000120e-02 1.360596531892329040e+03 3.069027094868228764e-02
2.006729637234770735e+03 2.454003000000000000e+06 1.360581603994362922e+03 2.765656250000000232e-02 1.360594603352210243e+03 2.961152039332016345e-02
2.006732375085557806e+03 2.454004000000000000e+06 1.360564565050210831e+03 2.828503124999999854e-02 1.360565844864204564e+03 3.028441367885372631e-02
2.006735112936344876e+03 2.454005000000000000e+06 1.360547569436073672e+03 2.755465625000000016e-02 1.360522190667626319e+03 2.950241070190128684e-02
2.006737850787132174e+03 2.454006000000000000e+06 1.360546297147340283e+03 2.881915624999999842e-02 1.360536624140727099e+03 3.085629434298478579e-02
2.006740588637919245e+03 2.454007000000000000e+06 1.360544631392443989e+03 2.866468750000000093e-02 1.360517093671800012e+03 3.069090666905547465e-02
2.006743326488706316e+03 2.454008000000000000e+06 1.360553084285804971e+03 2.767228124999999983e-02 1.360511882693272355e+03 2.962835025372607956e-02
2.006746064339493387e+03 2.454009000000000000e+06 1.360580291454750977e+03 2.869524999999999854e-02 1.360562661470680496e+03 3.072362953879103145e-02
2.006748802190280685e+03 2.454010000000000000e+06 1.360612718210519461e+03 2.880787499999999668e-02 1.360613302637712422e+03 3.084421565589425332e-02
2.006751540041067756e+03 2.454011000000000000e+06 1.360644830607027643e+03 2.746412499999999896e-02 1.360661265947320999e+03 2.940548007447397333e-02
2.006754277891854827e+03 2.454012000000000000e+06 1.360668677347630137e+03 2.876146875000000144e-02 1.360675849450626629e+03 3.079452908988474652e-02
2.006757015742642125e+03 2.454013000000000000e+06 1.360692571959060160e+03 2.860381249999999903e-02 1.360704695246177380e+03 3.062572860132043231e-02
2.006759753593429195e+03 2.454014000000000000e+06 1.360715701591244851e+03 2.751928124999999947e-02 1.360755875697416286e+03 2.946453515124622391e-02
2.006762491444216266e+03 2.454015000000000000e+06 1.360717635633849795e+03 2.859665624999999795e-02 1.360730376786873876e+03 3.061806649787519180e-02
2.006765229295003337e+03 2.454016000000000000e+06 1.360716072786345876e+03 2.877574999999999925e-02 1.360718966824390009e+03 3.080981983780821040e-02
2.006767967145790635e+03 2.454017000000000000e+06 1.360714927065575239e+03 2.755231250000000215e-02 1.360736735580480399e+03 2.949990127937555592e-02
2.006770704996577706e+03 2.454018000000000000e+06 1.360697196229837800e+03 2.846871875000000010e-02 1.360691799600163222e+03 3.048108548693717959e-02
2.006773442847364777e+03 2.454019000000000000e+06 1.360680134343332838e+03 2.767274999999999943e-02 1.360669127122923328e+03 2.962885213823122574e-02
2.006776180698151848e+03 2.454020000000000000e+06 1.360663445800055570e+03 2.885959374999999896e-02 1.360653268368231238e+03 3.089959024629543305e-02
2.006778918548939146e+03 2.454021000000000000e+06 1.360646768346126919e+03 2.866024999999999823e-02 1.360637094479097186e+03 3.068615549574008408e-02
2.006781656399726216e+03 2.454022000000000000e+06 1.360631938619177390e+03 2.764634374999999991e-02 1.360633073350391214e+03 2.960057931110796417e-02
2.006784394250513287e+03 2.454023000000000000e+06 1.360612906519375883e+03 2.865809375000000214e-02 1.360609795973618930e+03 3.068384682701641442e-02
2.006787132101300585e+03 2.454024000000000000e+06 1.360595485399203426e+03 2.878665625000000061e-02 1.360595136928694274e+03 3.082149701729462385e-02
2.006789869952087656e+03 2.454025000000000000e+06 1.360577678931622131e+03 2.749565625000000013e-02 1.360573526981987925e+03 2.943924017218683617e-02
2.006792607802874727e+03 2.454026000000000000e+06 1.360563228513076638e+03 2.880275000000000196e-02 1.360563696892523694e+03 3.083872838530465899e-02
2.006795345653661798e+03 2.454027000000000000e+06 1.360548260929488151e+03 2.864537500000000070e-02 1.360543613371117317e+03 3.067022902744343318e-02
2.006798083504449096e+03 2.454028000000000000e+06 1.360535307955961343e+03 2.749681250000000216e-02 1.360522220572592914e+03 2.944047815396619999e-02
2.006800821355236167e+03 2.454029000000000000e+06 1.360529246278380015e+03 2.851090625000000239e-02 1.360523021610159503e+03 3.052625509240037768e-02
2.006803559206023237e+03 2.454030000000000000e+06 1.360525608430408738e+03 2.869590625000000006e-02 1.360524483758483711e+03 3.072433217709823888e-02
2.006806297056810308e+03 2.454031000000000000e+06 1.360521090356685818e+03 2.747831249999999753e-02 1.360509759713566837e+03 2.942067044549640659e-02
2.006809034907597606e+03 2.454032000000000000e+06 1.360525864522182701e+03 2.872881249999999914e-02 1.360533211992876886e+03 3.075956446935953006e-02
2.006811772758384677e+03 2.454033000000000000e+06 1.360529342557925702e+03 2.894731250000000256e-02 1.360543863805319688e+03 3.099350956669187293e-02
2.006814510609171748e+03 2.454034000000000000e+06 1.360531939704409297e+03 2.780093749999999753e-02 1.360554166036013385e+03 2.976610082090531614e-02
2.006817248459959046e+03 2.454035000000000000e+06 1.360529381410868837e+03 2.854453124999999786e-02 1.360546097799148356e+03 3.056225694090288977e-02
2.006819986310746117e+03 2.454036000000000000e+06 1.360526366977954694e+03 2.753546875000000005e-02 1.360544883644915672e+03 2.948186689615728620e-02
2.006822724161533188e+03 2.454037000000000000e+06 1.360519215002006831e+03 2.886987499999999970e-02 1.360529231538328077e+03 3.091059824644164927e-02
2.006825462012320259e+03 2.454038000000000000e+06 1.360511173078050660e+03 2.876906250000000123e-02 1.360517779837073249e+03 3.080265961886811954e-02
2.006828199863107557e+03 2.454039000000000000e+06 1.360499792672241483e+03 2.769843749999999910e-02 1.360505782756813232e+03 2.965635540911325946e-02
2.006830937713894627e+03 2.454040000000000000e+06 1.360475681185806707e+03 2.869262499999999938e-02 1.360451484408330771e+03 3.072081898556221213e-02
2.006833675564681698e+03 2.454041000000000000e+06 1.360449377414533501e+03 2.882181250000000194e-02 1.360394204846307957e+03 3.085913835518061879e-02
2.006836413415468769e+03 2.454042000000000000e+06 1.360421764916426355e+03 2.752306250000000065e-02 1.360287667353191409e+03 2.946858368625440705e-02
2.006839151266256067e+03 2.454043000000000000e+06 1.360447371746818362e+03 2.879078125000000127e-02 1.360392782127473083e+03 3.082591360093991234e-02
2.006841889117043138e+03 2.454044000000000000e+06 1.360471793404926984e+03 2.862412500000000026e-02 1.360446167516008245e+03 3.064747692987678657e-02
2.006844626967830209e+03 2.454045000000000000e+06 1.360504591184932906e+03 2.759628125000000015e-02 1.360559866048027516e+03 2.954697804595830812e-02
2.006847364818617280e+03 2.454046000000000000e+06 1.360510639174187645e+03 2.872315624999999956e-02 1.360572170009364299e+03 3.075350839633075872e-02
2.006850102669404578e+03 2.454047000000000000e+06 1.360508677070087970e+03 2.899565625000000146e-02 1.360605296301605676e+03 3.104527058865599182e-02
2.006852840520191648e+03 2.454048000000000000e+06 1.360505809135268009e+03 2.789278124999999831e-02 1.360762667749417915e+03 2.986443672494704105e-02
2.006855578370978719e+03 2.454049000000000000e+06 1.360390507035768678e+03 2.874643749999999942e-02 1.360478346857152701e+03 3.077843532675304111e-02
2.006858316221766017e+03 2.454050000000000000e+06 1.360274253008310552e+03 2.786509375000000011e-02 1.360287784628013242e+03 2.983479208017638523e-02
2.006861054072553088e+03 2.454051000000000000e+06 1.360168085468703339e+03 2.912343750000000175e-02 1.360158907075712705e+03 3.118208430475895993e-02
2.006863791923340159e+03 2.454052000000000000e+06 1.360059569476366050e+03 2.894118749999999990e-02 1.359953465602652614e+03 3.098695160915795541e-02
2.006866529774127230e+03 2.454053000000000000e+06 1.359973726621389233e+03 2.787565624999999853e-02 1.359702426929218745e+03 2.984610121102568639e-02
2.006869267624914528e+03 2.454054000000000000e+06 1.360010127061857929e+03 2.889712500000000267e-02 1.359873143654378055e+03 3.093977446567417605e-02
2.006872005475701599e+03 2.454055000000000000e+06 1.360076975541286401e+03 2.902493750000000039e-02 1.360021061674588509e+03 3.107662164074415090e-02
2.006874743326488669e+03 2.454056000000000000e+06 1.360139923371385294e+03 2.774140624999999957e-02 1.360036463570377691e+03 2.970236148875169888e-02
2.006877481177275740e+03 2.454057000000000000e+06 1.360260384316234422e+03 2.900849999999999956e-02 1.360272458915189873e+03 3.105902222409700694e-02
2.006880219028063038e+03 2.454058000000000000e+06 1.360378057548071638e+03 2.884468750000000054e-02 1.360459658748010497e+03 3.088363031903177194e-02
2.006882956878850109e+03 2.454059000000000000e+06 1.360490452928007244e+03 2.765021874999999685e-02 1.360707048308229787e+03 2.960472822301717447e-02
2.006885694729637180e+03 2.454060000000000000e+06 1.360506343283899014e+03 2.899487499999999982e-02 1.360588190041167081e+03 3.104443411448074702e-02
2.006888432580424478e+03 2.454061000000000000e+06 1.360520872052825553e+03 2.892699999999999785e-02 1.360571374857682486e+03 3.097176123813551521e-02
2.006891170431211549e+03 2.454062000000000000e+06 1.360527524874042001e+03 2.796471874999999913e-02 1.360553402526953732e+03 2.994145926700354440e-02
2.006893908281998620e+03 2.454063000000000000e+06 1.360527700136762860e+03 2.898281250000000336e-02 1.360518768345407807e+03 3.103151895321497669e-02
2.006896646132785690e+03 2.454064000000000000e+06 1.360530636486024605e+03 2.909984374999999984e-02 1.360516917602724561e+03 3.115682278466657892e-02
2.006899383983572989e+03 2.454065000000000000e+06 1.360532719262194405e+03 2.780828125000000053e-02 1.360529548844843021e+03 2.977396367815261444e-02
2.006902121834360059e+03 2.454066000000000000e+06 1.360522981214229276e+03 2.870753125000000128e-02 1.360504785135472730e+03 3.073677891282587671e-02
2.006904859685147130e+03 2.454067000000000000e+06 1.360512663722940033e+03 2.781453124999999985e-02 1.360516888030716018e+03 2.978065547155456932e-02
2.006907597535934201e+03 2.454068000000000000e+06 1.360477286300693322e+03 2.921318749999999784e-02 1.360438673780917043e+03 3.127817845801102864e-02
2.006910335386721499e+03 2.454069000000000000e+06 1.360440873499334884e+03 2.917881250000000162e-02 1.360370311961631614e+03 3.124137359430027849e-02
2.006913073237508570e+03 2.454070000000000000e+06 1.360409796097015487e+03 2.832462499999999911e-02 1.360283629542724839e+03 3.032680619005511183e-02
2.006915811088295641e+03 2.454071000000000000e+06 1.360423987425983341e+03 2.939365625000000051e-02 1.360355029452087365e+03 3.147140399249247211e-02
2.006918548939082712e+03 2.454072000000000000e+06 1.360452597338743317e+03 2.964206250000000001e-02 1.360446360007242220e+03 3.173736932125317128e-02
2.006921286789870010e+03 2.454073000000000000e+06 1.360479608534242516e+03 2.855946875000000065e-02 1.360529603184292000e+03 3.057825032713356456e-02
2.006924024640657080e+03 2.454074000000000000e+06 1.360490552983857924e+03 2.962603124999999699e-02 1.360554912213353873e+03 3.172020487117715309e-02
2.006926762491444151e+03 2.454075000000000000e+06 1.360500014158017621e+03 2.936109375000000091e-02 1.360625463583949568e+03 3.143653974886829322e-02
2.006929500342231449e+03 2.454076000000000000e+06 1.360490320332490001e+03 2.823965624999999827e-02 1.360718409971210349e+03 3.023583125875553557e-02
2.006932238193018520e+03 2.454077000000000000e+06 1.360387537667569404e+03 2.902874999999999900e-02 1.360488626448594914e+03 3.108070363471934078e-02
2.006934976043805591e+03 2.454078000000000000e+06 1.360265362261504833e+03 2.897121874999999958e-02 1.360255091865103395e+03 3.101910567645434560e-02
2.006937713894592662e+03 2.454079000000000000e+06 1.360141357665035457e+03 2.749043749999999925e-02 1.359945223341215979e+03 2.943365252469620080e-02
2.006940451745379960e+03 2.454080000000000000e+06 1.360120530609238131e+03 2.881131249999999838e-02 1.360037271987709119e+03 3.084789614226533111e-02
2.006943189596167031e+03 2.454081000000000000e+06 1.360097364217715494e+03 2.865934374999999992e-02 1.359967518792078181e+03 3.068518518569680192e-02
2.006945927446954101e+03 2.454082000000000000e+06 1.360106678662222293e+03 2.756793750000000043e-02 1.359908161357995596e+03 2.951663076288044141e-02
2.006948665297741172e+03 2.454083000000000000e+06 1.360207182273119770e+03 2.818453124999999865e-02 1.360167319468718915e+03 3.017680964095029172e-02
2.006951403148528470e+03 2.454084000000000000e+06 1.360323215354625290e+03 2.749775000000000136e-02 1.360437229255485590e+03 2.944148192297649236e-02
2.006954140999315541e+03 2.454085000000000000e+06 1.360385288866122892e+03 2.855881250000000260e-02 1.360468536275398947e+03 3.057754768882636059e-02
2.006956878850102612e+03 2.454086000000000000e+06 1.360436416894866170e+03 2.862771874999999952e-02 1.360526164693952069e+03 3.065132471108291193e-02
2.006959616700889910e+03 2.454087000000000000e+06 1.360474635450158303e+03 2.777762500000000023e-02 1.360585603325252805e+03 2.974114043151602702e-02
2.006962354551676981e+03 2.454088000000000000e+06 1.360476607461172534e+03 2.882962499999999761e-02 1.360515509607297417e+03 3.086750309693305980e-02
2.006965092402464052e+03 2.454089000000000000e+06 1.360476824286577539e+03 2.899337500000000178e-02 1.360474763081882429e+03 3.104282808406427785e-02
2.006967830253251122e+03 2.454090000000000000e+06 1.360475916853808485e+03 2.774118750000000022e-02 1.360415906889957569e+03 2.970212727598263089e-02
2.006970568104038421e+03 2.454091000000000000e+06 1.360502490868644600e+03 2.893856250000000074e-02 1.360467231678916050e+03 3.098414105592913609e-02
2.006973305954825491e+03 2.454092000000000000e+06 1.360528123197964533e+03 2.872475000000000028e-02 1.360491571588817123e+03 3.075521480364825852e-02
2.006976043805612562e+03 2.454093000000000000e+06 1.360557840302538352e+03 2.763796875000000194e-02 1.360548858917050893e+03 2.959161230794934982e-02
2.006978781656399633e+03 2.454094000000000000e+06 1.360572080746470192e+03 2.870759374999999960e-02 1.360551239167429458e+03 3.073684583075989366e-02
2.006981519507186931e+03 2.454095000000000000e+06 1.360582114904876107e+03 2.885096875000000075e-02 1.360557744353073531e+03 3.089035557140073704e-02
2.006984257357974002e+03 2.454096000000000000e+06 1.360591665542242254e+03 2.752834374999999986e-02 1.360583907101430214e+03 2.947423825167905936e-02
2.006986995208761073e+03 2.454097000000000000e+06 1.360590811306001342e+03 2.840743750000000040e-02 1.360576819190875312e+03 3.041547245263101495e-02
2.006989733059548144e+03 2.454098000000000000e+06 1.360589878121479387e+03 2.752812500000000051e-02 1.360587704163295030e+03 2.947400403890999138e-02
2.006992470910335442e+03 2.454099000000000000e+06 1.360588566178973679e+03 2.884149999999999908e-02 1.360603668710710508e+03 3.088021750439677582e-02
2.006995208761122512e+03 2.454100000000000000e+06 1.360586735779168976e+03 2.874859375000000244e-02 1.360634052085958501e+03 3.078074399547672119e-02
2.006997946611909583e+03 2.454101000000000000e+06 1.360582337764980593e+03 2.781703125000000235e-02 1.360717396419981242e+03 2.978333218891535475e-02
2.007000684462696881e+03 2.454102000000000000e+06 1.360519361897379895e+03 2.884696875000000021e-02 1.360590428895129207e+03 3.088607282362348591e-02
2.007003422313483952e+03 2.454103000000000000e+06 1.360442292167538426e+03 2.900446874999999813e-02 1.360457936905453380e+03 3.105470601735274561e-02
2.007006160164271023e+03 2.454104000000000000e+06 1.360364310862322100e+03 2.772628125000000179e-02 1.360312135734573985e+03 2.968616734871896978e-02
2.007008898015058094e+03 2.454105000000000000e+06 1.360318491685593017e+03 2.898875000000000063e-02 1.360290328121175889e+03 3.103787615694683297e-02
2.007011635865845392e+03 2.454106000000000000e+06 1.360271037958193347e+03 2.887193750000000003e-02 1.360195780225907811e+03 3.091280653826429525e-02
2.007014373716632463e+03 2.454107000000000000e+06 1.360242193684220410e+03 2.795334374999999816e-02 1.360095022611931881e+03 2.992928020301198477e-02
2.007017111567419533e+03 2.454108000000000000e+06 1.360281068475427446e+03 2.890375000000000236e-02 1.360220768190024728e+03 3.094686776668024650e-02
2.007019849418206604e+03 2.454109000000000000e+06 1.360335568963434071e+03 2.900124999999999925e-02 1.360332109242776141e+03 3.105125974375073927e-02
2.007022587268993902e+03 2.454110000000000000e+06 1.360388011206401643e+03 2.768237500000000212e-02 1.360401756799714121e+03 2.963915750007023800e-02
2.007025325119780973e+03 2.454111000000000000e+06 1.360440427011530801e+03 2.897225000000000147e-02 1.360469828685170341e+03 3.102020982236567206e-02
2.007028062970568044e+03 2.454112000000000000e+06 1.360491336722579717e+03 2.885971874999999909e-02 1.360538337423123721e+03 3.089972408216347388e-02
2.007030800821355342e+03 2.454113000000000000e+06 1.360538885460524625e+03 2.774303125000000120e-02 1.360621987906894901e+03 2.970410135503620888e-02
2.007033538672142413e+03 2.454114000000000000e+06 1.360556134817067459e+03 2.863103125000000110e-02 1.360595422564002774e+03 3.065487136158594889e-02
2.007036276522929484e+03 2.454115000000000000e+06 1.360573604419611456e+03 2.783046875000000017e-02 1.360619705247882848e+03 2.979771954472955342e-02
2.007039014373716554e+03 2.454116000000000000e+06 1.360572627556365433e+03 2.898393750000000102e-02 1.360581581008354078e+03 3.103272347602732684e-02
2.007041752224503853e+03 2.454117000000000000e+06 1.360571625237532544e+03 2.880143749999999891e-02 1.360572221414438445e+03 3.083732310869024412e-02
2.007044490075290923e+03 2.454118000000000000e+06 1.360560809666250407e+03 2.774518750000000075e-02 1.360524715808548535e+03 2.970641002375988202e-02
2.007047227926077994e+03 2.454119000000000000e+06 1.360555675736767853e+03 2.874275000000000094e-02 1.360501733228565854e+03 3.077448716864588860e-02
2.007049965776865065e+03 2.454120000000000000e+06 1.360561912048347494e+03 2.876409375000000060e-02 1.360525421239962725e+03 3.079733964311356584e-02
2.007052703627652363e+03 2.454121000000000000e+06 1.360567637120347626e+03 2.730543749999999811e-02 1.360542710026054237e+03 2.923557543999833960e-02
2.007055441478439434e+03 2.454122000000000000e+06 1.360569440600524558e+03 2.859074999999999811e-02 1.360546035019193596e+03 3.061174275311034573e-02
2.007058179329226505e+03 2.454123000000000000e+06 1.360570802612599209e+03 2.850093749999999676e-02 1.360554677162724147e+03 3.051558168192425313e-02
2.007060917180013803e+03 2.454124000000000000e+06 1.360574594166166889e+03 2.756515625000000025e-02 1.360585883229518913e+03 2.951365291481657105e-02
2.007063655030800874e+03 2.454125000000000000e+06 1.360569284320318047e+03 2.857893749999999844e-02 1.360582873975411303e+03 3.059909526358065013e-02
2.007066392881587944e+03 2.454126000000000000e+06 1.360562178352771070e+03 2.869462500000000138e-02 1.360591538476029882e+03 3.072296035945083770e-02
2.007069130732375015e+03 2.454127000000000000e+06 1.360554506067978309e+03 2.740606250000000160e-02 1.360630974900396041e+03 2.934331331376981503e-02
2.007071868583162313e+03 2.454128000000000000e+06 1.360518756082071377e+03 2.835287499999999961e-02 1.360566562550450726e+03 3.035705309623194792e-02
2.007074606433949384e+03 2.454129000000000000e+06 1.360482607635169188e+03 2.754643749999999974e-02 1.360555372575694264e+03 2.949361099357771659e-02
2.007077344284736455e+03 2.454130000000000000e+06 1.360416896064597950e+03 2.881006250000000060e-02 1.360435677187984311e+03 3.084655778358494360e-02
2.007080082135523526e+03 2.454131000000000000e+06 1.360349784337992105e+03 2.870393750000000202e-02 1.360319722708301697e+03 3.073293113161975135e-02
2.007082819986310824e+03 2.454132000000000000e+06 1.360286332884302738e+03 2.777824999999999739e-02 1.360156226310494958e+03 2.974180961085622077e-02
2.007085557837097895e+03 2.454133000000000000e+06 1.360284609130269928e+03 2.880921875000000063e-02 1.360208230043669346e+03 3.084565439147567839e-02
2.007088295687884965e+03 2.454134000000000000e+06 1.360303250011297678e+03 2.897678124999999993e-02 1.360269100786143326e+03 3.102506137258208632e-02
2.007091033538672036e+03 2.454135000000000000e+06 1.360319579524374376e+03 2.773474999999999899e-02 1.360244428123924536e+03 2.969523472877861475e-02
2.007093771389459334e+03 2.454136000000000000e+06 1.360377697918063859e+03 2.900978124999999824e-02 1.360380586421802946e+03 3.106039404174440813e-02
2.007096509240246405e+03 2.454137000000000000e+06 1.360433971075740601e+03 2.887618750000000081e-02 1.360476031082968575e+03 3.091735695777762458e-02
